RD|I|42|133|0008|68105|1|1|015|040|20160101|00:00|38||||||||||||||||
RD|I|42|133|0008|68105|1|1|015|040|20160101|01:00|38||||||||||||||||
RD|I|42|133|0008|68105|1|1|015|040|20160101|02:00|38||||||||||||||||
RD|I|42|133|0008|68105|1|1|015|040|20160101|03:00|38||||||||||||||||
RD|I|42|133|0008|68105|1|1|015|040|20160101|04:00|38||||||||||||||||
RD|I|42|133|0008|68105|1|1|015|040|20160101|05:00|38||||||||||||||||
RD|I|42|133|0008|68105|1|1|015|040|20160101|06:00|37||||||||||||||||
RD|I|42|133|0008|68105|1|1|015|040|20160101|07:00|37||||||||||||||||
RD|I|42|133|0008|68105|1|1|015|040|20160101|08:00|36||||||||||||||||
RD|I|42|133|0008|68105|1|1|015|040|20160101|09:00|36||||||||||||||||
RD|I|42|133|0008|68105|1|1|015|040|20160101|10:00|36||||||||||||||||
RD|I|42|133|0008|68105|1|1|015|040|20160101|11:00|37||||||||||||||||
RD|I|42|133|0008|68105|1|1|015|040|20160101|12:00|37||||||||||||||||
RD|I|42|133|0008|68105|1|1|015|040|20160101|13:00|38||||||||||||||||
RD|I|42|133|0008|68105|1|1|015|040|20160101|14:00|38||||||||||||||||
RD|I|42|133|0008|68105|1|1|015|040|20160101|15:00|38||||||||||||||||
RD|I|42|133|0008|68105|1|1|015|040|20160101|16:00|37||||||||||||||||
RD|I|42|133|0008|68105|1|1|015|040|20160101|17:00|37||||||||||||||||
RD|I|42|133|0008|68105|1|1|015|040|20160101|18:00|36||||||||||||||||
RD|I|42|133|0008|68105|1|1|015|040|20160101|19:00|35||||||||||||||||
RD|I|42|133|0008|68105|1|1|015|040|20160101|20:00|34||||||||||||||||
RD|I|42|133|0008|68105|1|1|015|040|20160101|21:00|35||||||||||||||||
RD|I|42|133|0008|68105|1|1|015|040|20160101|22:00|35||||||||||||||||
RD|I|42|133|0008|68105|1|1|015|040|20160101|23:00|36||||||||||||||||
RD|I|42|133|0008|68105|1|1|015|040|20160102|00:00|36||||||||||||||||
RD|I|42|133|0008|68105|1|1|015|040|20160102|01:00|35||||||||||||||||
RD|I|42|133|0008|68105|1|1|015|040|20160102|02:00|35||||||||||||||||
RD|I|42|133|0008|68105|1|1|015|040|20160102|03:00|35||||||||||||||||
RD|I|42|133|0008|68105|1|1|015|040|20160102|04:00|33||||||||||||||||
RD|I|42|133|0008|68105|1|1|015|040|20160102|05:00|33||||||||||||||||
RD|I|42|133|0008|68105|1|1|015|040|20160102|06:00|31||||||||||||||||
RD|I|42|133|0008|68105|1|1|015|040|20160102|07:00|29||||||||||||||||
RD|I|42|133|0008|68105|1|1|015|040|20160102|08:00|33||||||||||||||||
RD|I|42|133|0008|68105|1|1|015|040|20160102|09:00|35||||||||||||||||
RD|I|42|133|0008|68105|1|1|015|040|20160102|10:00|38||||||||||||||||
RD|I|42|133|0008|68105|1|1|015|040|20160102|11:00|39||||||||||||||||
RD|I|42|133|0008|68105|1|1|015|040|20160102|12:00|40||||||||||||||||
RD|I|42|133|0008|68105|1|1|015|040|20160102|13:00|42||||||||||||||||
RD|I|42|133|0008|68105|1|1|015|040|20160102|14:00|42||||||||||||||||
