RD|I|42|043|1100|68105|1|1|015|040|20150101|00:00|24||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150101|01:00|22||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150101|02:00|22||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150101|03:00|22||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150101|04:00|21||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150101|05:00|21||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150101|06:00|20||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150101|07:00|19||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150101|08:00|21||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150101|09:00|28||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150101|10:00|32||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150101|11:00|34||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150101|12:00|37||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150101|13:00|38||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150101|14:00|40||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150101|15:00|40||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150101|16:00|38||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150101|17:00|37||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150101|18:00|38||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150101|19:00|35||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150101|20:00|33||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150101|21:00|31||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150101|22:00|32||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150101|23:00|35||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150102|00:00|34||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150102|01:00|33||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150102|02:00|33||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150102|03:00|32||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150102|04:00|31||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150102|05:00|31||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150102|06:00|31||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150102|07:00|29||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150102|08:00|30||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150102|09:00|35||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150102|10:00|38||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150102|11:00|39||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150102|12:00|40||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150102|13:00|41||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150102|14:00|42||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150102|15:00|42||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150102|16:00|39||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150102|17:00|36||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150102|18:00|32||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150102|19:00|30||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150102|20:00|28||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150102|21:00|26||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150102|22:00|26||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150102|23:00|25||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150103|00:00|24||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150103|01:00|25||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150103|02:00|23||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150103|03:00|22||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150103|04:00|22||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150103|05:00|23||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150103|06:00|26||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150103|07:00|28||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150103|08:00|32||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150103|09:00|31||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150103|10:00|31||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150103|11:00|32||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150103|12:00|32||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150103|13:00|32||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150103|14:00|33||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150103|15:00|33||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150103|16:00|34||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150103|17:00|34||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150103|18:00|34||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150103|19:00|34||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150103|20:00|34||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150103|21:00|34||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150103|22:00|34||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150103|23:00|34||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150104|00:00|34||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150104|01:00|34||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150104|02:00|34||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150104|03:00|35||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150104|04:00|35||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150104|05:00|34||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150104|06:00|35||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150104|07:00|35||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150104|08:00|36||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150104|09:00|36||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150104|10:00|37||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150104|11:00|38||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150104|12:00|38||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150104|13:00|39||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150104|14:00|40||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150104|15:00|40||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150104|16:00|41||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150104|17:00|41||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150104|18:00|42||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150104|19:00|44||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150104|20:00|47||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150104|21:00|48||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150104|22:00|46||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150104|23:00|44||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150105|00:00|42||||||||||||||||
RD|I|42|043|1100|68105|1|1|015|040|20150105|01:00|40||||||||||||||||
